"roi","class_name","worms","username"
"D20180405T201330_IFCB115_00407","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00408","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00409","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00410","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00411","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00412","Bacteriastrum",149118,"kkenitz"
"D20180405T201330_IFCB115_00413","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00414","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00415","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00416","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00417","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00418","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00419","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00420","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00421","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00422","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00423","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00424","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00425","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00426","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00427","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00428","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00429","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00430","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00431","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00432","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00433","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00434","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00435","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00436","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00437","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00438","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00439","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00440","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00441","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00442","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00443","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00444","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00445","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00446","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00447","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00448","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00449","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00450","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00451","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00452","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00453","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00454","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00455","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00456","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00457","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00458","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00459","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00460","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00461","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00462","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00463","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00464","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00465","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00466","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00467","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00468","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00469","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00470","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00471","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00472","Euglena",8012,"hsosik"
"D20180405T201330_IFCB115_00473","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00474","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00475","ciliate",1348,"hsosik"
"D20180405T201330_IFCB115_00476","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00477","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00478","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00479","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00480","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00481","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00482","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00483","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00484","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00485","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00486","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00487","ciliate",1348,"hsosik"
"D20180405T201330_IFCB115_00488","Ceratium furca",840627,"kkenitz"
"D20180405T201330_IFCB115_00489","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00490","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00491","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00492","Chaetoceros",148985,"kkenitz"
"D20180405T201330_IFCB115_00493","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00494","ciliate",1348,"hsosik"
"D20180405T201330_IFCB115_00495","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00496","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00497","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00498","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00499","Rhizosolenia",149069,"rshipe"
"D20180405T201330_IFCB115_00500","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00501","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00502","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00503","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00504","Dinophyceae",19542,"jaymesmi"
"D20180405T201330_IFCB115_00505","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00506","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00507","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00508","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00509","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00510","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00511","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00512","Chaetoceros single",NULL,"kkenitz"
"D20180405T201330_IFCB115_00513","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00514","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00515","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00516","Chaetoceros single",NULL,"kkenitz"
"D20180405T201330_IFCB115_00517","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00518","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00519","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00520","Prorocentrum micans",NULL,"rshipe"
"D20180405T201330_IFCB115_00521","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00522","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00523","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00524","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00525","Dinophysis acuminata",109603,"jaymesmi"
"D20180405T201330_IFCB115_00526","Chaetoceros",148985,"kkenitz"
"D20180405T201330_IFCB115_00527","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00528","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00529","ciliate",1348,"hsosik"
"D20180405T201330_IFCB115_00530","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00531","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00532","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00533","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00534","Chaetoceros single",NULL,"kkenitz"
"D20180405T201330_IFCB115_00535","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00536","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00537","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00538","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00539","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00540","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00541","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00542","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00543","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00544","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00545","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00546","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00547","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00548","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00549","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00550","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00551","Ceratium lineatum",837459,"kkenitz"
"D20180405T201330_IFCB115_00552","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00553","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00554","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00555","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00556","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00557","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00558","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00559","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00560","Bacillariophyceae",148899,"hsosik"
"D20180405T201330_IFCB115_00561","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00562","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00563","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00564","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00565","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00566","Ceratium fusus",109951,"kkenitz"
"D20180405T201330_IFCB115_00567","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00568","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00569","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00570","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00571","other",NULL,"rshipe"
"D20180405T201330_IFCB115_00572","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00573","Chaetoceros single",NULL,"kkenitz"
"D20180405T201330_IFCB115_00574","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00575","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00576","ciliate",1348,"hsosik"
"D20180405T201330_IFCB115_00577","Chaetoceros single",NULL,"kkenitz"
"D20180405T201330_IFCB115_00578","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00579","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00580","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00581","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00582","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00583","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00584","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00585","Chaetoceros single",NULL,"kkenitz"
"D20180405T201330_IFCB115_00586","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00587","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00588","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00589","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00590","Chaetoceros",148985,"kkenitz"
"D20180405T201330_IFCB115_00591","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00592","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00593","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00594","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00595","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00596","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00597","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00598","Ceratium fusus",109951,"kkenitz"
"D20180405T201330_IFCB115_00599","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00600","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00601","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00602","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00603","Euglena",8012,"hsosik"
"D20180405T201330_IFCB115_00604","Dinophysis acuminata",109603,"jaymesmi"
"D20180405T201330_IFCB115_00605","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00606","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00607","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00608","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00609","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00610","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00611","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00612","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00613","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00614","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00615","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00616","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00617","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00618","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00619","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00620","ciliate",1348,"hsosik"
"D20180405T201330_IFCB115_00621","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00622","ciliate",1348,"hsosik"
"D20180405T201330_IFCB115_00623","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00624","Ceratium fusus",109951,"kkenitz"
"D20180405T201330_IFCB115_00625","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00626","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00627","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00628","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00629","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00630","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00631","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00632","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00633","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00634","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00635","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00636","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00637","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00638","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00639","Asteromphalus",162254,"kkenitz"
"D20180405T201330_IFCB115_00640","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00641","detritus",NULL,"hsosik"
"D20180405T201330_IFCB115_00642","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00643","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00644","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00645","pennate",148899,"hsosik"
"D20180405T201330_IFCB115_00646","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00647","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00648","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00649","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00650","Mesodinium",179320,"kkenitz"
"D20180405T201330_IFCB115_00651","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00652","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00653","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00654","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00655","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00656","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00657","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00658","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00659","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00660","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00661","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00662","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00663","Chaetoceros single",NULL,"kkenitz"
"D20180405T201330_IFCB115_00664","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00665","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00666","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00667","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00668","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00669","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00670","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00671","Chaetoceros single",NULL,"kkenitz"
"D20180405T201330_IFCB115_00672","Ceratium furca",840627,"kkenitz"
"D20180405T201330_IFCB115_00673","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00674","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00675","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00676","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00677","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00678","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00679","Ceratium fusus",109951,"kkenitz"
"D20180405T201330_IFCB115_00680","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00681","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00682","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00683","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00684","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00685","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00686","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00687","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00688","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00689","Chaetoceros single",NULL,"kkenitz"
"D20180405T201330_IFCB115_00690","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00691","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00693","Ceratium fusus",109951,"kkenitz"
"D20180405T201330_IFCB115_00694","ciliate",1348,"hsosik"
"D20180405T201330_IFCB115_00695","Prorocentrum triestinum",NULL,"rshipe"
"D20180405T201330_IFCB115_00696","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00697","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00698","Ceratium fusus",109951,"kkenitz"
"D20180405T201330_IFCB115_00699","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00700","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00701","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00702","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00703","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00704","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00705","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00706","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00707","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00708","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00709","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00710","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00711","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00712","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00713","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00714","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00715","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00716","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00717","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00718","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00719","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00720","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00721","Prorocentrum triestinum",NULL,"rshipe"
"D20180405T201330_IFCB115_00722","Ceratium fusus",109951,"kkenitz"
"D20180405T201330_IFCB115_00723","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00724","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00725","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00726","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00727","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00728","Prorocentrum micans",NULL,"rshipe"
"D20180405T201330_IFCB115_00729","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00730","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00731","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00732","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00733","Chaetoceros single",NULL,"kkenitz"
"D20180405T201330_IFCB115_00734","detritus",NULL,"hsosik"
"D20180405T201330_IFCB115_00735","detritus",NULL,"hsosik"
"D20180405T201330_IFCB115_00736","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00737","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00738","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00739","Ceratium fusus",109951,"kkenitz"
"D20180405T201330_IFCB115_00740","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00741","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00742","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00743","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00744","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00745","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00746","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00747","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00748","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00749","Chaetoceros",148985,"kkenitz"
"D20180405T201330_IFCB115_00750","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00751","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00752","ciliate",1348,"hsosik"
"D20180405T201330_IFCB115_00753","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00754","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00755","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00756","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00757","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00758","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00759","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00760","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00761","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00762","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00763","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00764","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00765","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00766","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00767","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00768","Bacillariophyceae",148899,"hsosik"
"D20180405T201330_IFCB115_00769","Chaetoceros single",NULL,"kkenitz"
"D20180405T201330_IFCB115_00770","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00771","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00772","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00773","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00774","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00775","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00776","Chaetoceros",148985,"kkenitz"
"D20180405T201330_IFCB115_00777","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00778","pennate",148899,"hsosik"
"D20180405T201330_IFCB115_00779","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00780","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00781","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00782","Chaetoceros single",NULL,"kkenitz"
"D20180405T201330_IFCB115_00783","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00784","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00785","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00786","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00787","ciliate",1348,"hsosik"
"D20180405T201330_IFCB115_00788","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00789","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00790","Ceratium furca",840627,"kkenitz"
"D20180405T201330_IFCB115_00791","Ceratium fusus",109951,"kkenitz"
"D20180405T201330_IFCB115_00792","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00793","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00794","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00795","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00796","Ceratium fusus",109951,"kkenitz"
"D20180405T201330_IFCB115_00797","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00798","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00799","Chaetoceros single",NULL,"kkenitz"
"D20180405T201330_IFCB115_00800","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00801","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00802","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00803","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00804","Prorocentrum micans",NULL,"rshipe"
"D20180405T201330_IFCB115_00805","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00806","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00807","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00808","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00809","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00810","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00811","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00812","Mesodinium",179320,"kkenitz"
"D20180405T201330_IFCB115_00813","Prorocentrum triestinum",NULL,"rshipe"
"D20180405T201330_IFCB115_00814","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00815","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00816","Prorocentrum micans",NULL,"rshipe"
"D20180405T201330_IFCB115_00817","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00818","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00819","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00820","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00821","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00822","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00823","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00824","mix",NULL,"hsosik"
"D20180405T201330_IFCB115_00825","Dinophyceae",19542,"hsosik"
"D20180405T201330_IFCB115_00826","Chaetoceros single",NULL,"kkenitz"
"D20180405T201330_IFCB115_00827","mix",NULL,"hsosik"
